order_id,order_date,amount,product_id,product_category
514,2024-08-02,426.16,ELE013,Electronics
515,2024-10-13,749.8,ELE006,Electronics
516,2023-07-18,40.21,BOO020,Books
517,2023-05-19,42.06,BOO003,Books
518,2023-07-27,99.09,HOM017,Home & Garden
519,2023-05-26,709.87,SPO012,Sports
520,2024-09-09,643.81,SPO011,Sports
521,2024-03-06,16.41,BOO009,Books
522,2022-04-30,328.91,HOM006,Home & Garden
523,2022-07-25,227.79,CLO002,Clothing
524,2023-03-26,639.32,SPO006,Sports
525,2022-12-27,198.4,CLO019,Clothing
526,2022-02-27,77.99,BOO007,Books
527,2024-10-05,212.5,SPO008,Sports
528,2023-03-25,,ELE020,Electronics
529,2023-02-17,125.68,CLO011,Clothing
530,2022-05-02,289.58,ELE004,Electronics
531,2024-12-13,90.66,BOO013,Books
532,2022-07-26,23.85,BOO014,Books
533,2024-09-24,19.46,BOO020,Books
534,2024-01-01,194.72,CLO010,Clothing
535,2022-09-18,262.69,CLO013,Clothing
536,2022-03-08,221.59,CLO008,Clothing
537,2022-08-02,78.34,HOM011,Home & Garden
538,2022-12-10,1803.77,ELE011,Electronics
539,2024-07-03,469.11,ELE009,Electronics
540,2022-08-10,139.26,ELE006,Electronics
541,2024-04-27,421.15,HOM016,Home & Garden
542,2023-04-07,116.81,CLO001,Clothing
543,2023-10-15,66.3,BOO013,Books
544,2022-11-26,934.98,ELE020,Electronics
545,2024-09-15,929.33,ELE014,Electronics
546,2022-11-18,216.77,ELE018,Electronics
547,2023-06-28,26.14,BOO018,Books
548,2024-10-02,,CLO003,Clothing
549,2023-08-27,343.81,SPO010,Sports
550,2022-06-17,407.58,HOM016,Home & Garden
551,2023-06-27,1234.49,ELE013,Electronics
552,2024-01-27,140.06,CLO008,Clothing
553,2023-07-05,62.63,SPO003,Sports
554,2023-12-06,300.31,SPO002,Sports
555,2024-03-03,390.72,SPO016,Sports
556,2023-04-28,186.59,HOM002,Home & Garden
557,2024-10-25,772.59,SPO020,Sports
558,2022-10-29,2242.52,ELE006,Electronics
559,2023-03-10,60.92,CLO014,Clothing
560,2023-02-18,294.25,CLO003,Clothing
561,2022-06-28,328.0,HOM017,Home & Garden
562,2024-07-27,1598.07,ELE014,Electronics
563,2022-08-19,94.87,HOM004,Home & Garden
564,2022-08-05,717.83,SPO012,Sports
565,2024-04-21,35.2,BOO002,Books
566,2022-12-19,37.77,BOO013,Books
567,2022-03-21,400.08,HOM016,Home & Garden
568,2023-07-05,6.0,BOO009,Books
569,2024-10-03,1791.03,ELE015,Electronics
570,2023-10-20,49.86,BOO015,Books
571,2023-03-09,430.83,HOM002,Home & Garden
572,2024-11-21,32.4,CLO017,Clothing
573,2022-03-01,79.36,CLO008,Clothing
574,2022-03-09,38.94,HOM012,Home & Garden
575,2024-08-08,347.03,SPO008,Sports
576,2024-02-02,350.36,HOM019,Home & Garden
577,2023-12-18,18.98,BOO003,Books
578,2023-08-07,827.04,ELE007,Electronics
579,2023-03-30,200.61,CLO001,Clothing
580,2022-01-19,476.04,HOM001,Home & Garden
581,2023-04-04,54.93,BOO009,Books
582,2024-05-17,380.43,HOM010,Home & Garden
583,2024-12-02,325.24,SPO012,Sports
584,2023-08-02,52.64,BOO009,Books
585,2023-10-28,28.44,BOO010,Books
586,2023-01-21,133.63,CLO020,Clothing
587,2024-04-07,59.54,BOO010,Books
588,2023-06-16,221.32,HOM019,Home & Garden
589,2023-01-24,60.32,BOO016,Books
590,2024-01-05,262.74,SPO018,Sports
591,2023-01-06,11.13,BOO018,Books
592,2023-01-10,48.1,BOO010,Books
593,2024-05-11,32.4,BOO004,Books
594,2024-08-21,2048.61,ELE003,Electronics
595,2024-08-25,150.17,CLO010,Clothing
596,2024-04-26,2092.44,ELE011,Electronics
597,2024-04-18,613.26,SPO006,Sports
598,2022-06-15,166.25,HOM002,Home & Garden
599,2022-01-10,131.24,HOM006,Home & Garden
600,2024-09-29,293.8,ELE014,Electronics
601,2024-09-04,24.29,HOM001,Home & Garden
602,2023-10-22,168.69,SPO008,Sports
603,2023-04-09,28.44,BOO010,Books
604,2022-12-09,1517.9,ELE017,Electronics
605,2024-12-09,32.03,BOO016,Books
606,2024-01-06,69.73,CLO001,Clothing
607,2023-04-13,243.05,CLO019,Clothing
608,2024-10-30,55.96,CLO013,Clothing
609,2023-06-08,411.46,SPO004,Sports
610,2022-02-10,1328.19,ELE018,Electronics
611,2023-06-02,383.41,HOM001,Home & Garden
